
TimeEdit,Linköpings universitet
"Y3.a, CIV ING UTB TEKNISK FYSIK O ELEKTROTEKNIK",2018-07-30 - 2019-07-01,
Startdatum,Starttid,Slutdatum,Sluttid,Kurs,Lokal,Undervisningstyp,Lärare,Studentgrupp,Fria grupper,Information till student,Studentförening,URL 
2019-02-06,13:15,2019-02-06,15:00,TFYA75,,Föreläsning,Rickard Armiento,"Y3,Yi3",,"Lokal: Mott, IFM",,
2019-02-06,13:15,2019-02-06,15:00,TSEA56,T2,Föreläsning,Mattias Krysander,"I3,Ii3,Y3,Yi3",,Planföreläsning,,
2019-02-06,15:15,2019-02-06,19:00,TFYA75,E334,Laboration,,"Y3,Yi3",,,,
2019-02-06,15:15,2019-02-06,17:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-02-07,08:15,2019-02-07,10:00,TFYA73,U14,Lektion,Mats Eriksson,"FyN2,Y3.a,Yi3",,,,
2019-02-07,13:15,2019-02-07,15:00,TSRT12,ASGA,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-02-07,13:15,2019-02-07,15:00,TSRT12,EGYP,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-02-07,13:15,2019-02-07,15:00,TSRT12,SOUT,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-02-07,15:15,2019-02-07,17:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 1,,
2019-02-07,17:15,2019-02-07,21:00,TFYA75,E334,Laboration,,"Y3,Yi3",,,,
2019-02-08,08:15,2019-02-08,10:00,TSEA56,P26*,Seminarium,Erik Gustavsson,"I3,Ii3,Y3,Yi3",,,,
2019-02-08,10:15,2019-02-08,12:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 1,,
2019-02-08,13:15,2019-02-08,17:00,TFYA73,"B204,B303",Laboration,"Kalle Bunnfors,Mats Eriksson","FyN2,Y3,Yi3",,,,
2019-02-11,08:15,2019-02-11,10:00,TFYA75,E330*,Föreläsning,Johan Jönsson,"Y3,Yi3",,,,
2019-02-11,10:15,2019-02-11,12:00,TFYA73,C3,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,,,
2019-02-11,13:15,2019-02-11,15:00,TSRT12,S14,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-02-11,13:15,2019-02-11,15:00,TSRT12,S18,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-02-11,13:15,2019-02-11,15:00,TSRT12,S27,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-02-11,15:15,2019-02-11,17:00,THEN18,P30,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-02-12,08:00,2019-02-12,21:00,,,Mässa,,"Y1,Y2,Y3,Yi1,Yi2,Yi3",,LARM,LinTek - Linköpings teknologkår,
2019-02-13,10:15,2019-02-13,12:00,TSEA56,E236,Föreläsning,Anders Nilsson,"I3,Ii3,Y3,Yi3",,Processorföreläsning,,
2019-02-13,13:15,2019-02-13,15:00,TFYA75,D33,Seminarium,Erik Gustavsson,"Y3,Yi3",,,,
2019-02-13,15:15,2019-02-13,17:00,TFYA75,D33,Seminarium,Erik Gustavsson,"Y3,Yi3",,,,
2019-02-14,13:15,2019-02-14,15:00,TSRT12,A2,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-02-14,15:15,2019-02-14,17:00,TSRT12,P44,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-02-14,15:15,2019-02-14,17:00,TSRT12,R42,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-02-14,15:15,2019-02-14,17:00,TSRT12,R43,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-02-15,08:15,2019-02-15,10:00,TSEA56,BUSS,Laboration,"Olov Andersson,Peter Johansson","I3,Ii3,Y3,Yi3",,"AVR-lab, G1",,
2019-02-15,13:15,2019-02-15,15:00,TSEA56,BUSS,Laboration,"Peter Johansson,Petter Källström","I3,Ii3,Y3,Yi3",,"AVR-lab, G2",,
2019-02-15,15:00,2019-02-15,20:15,,,Studentförening,,"MED1,MED2,MED3,Y1,Y2,Y3,Yi1,Yi2,Yi3",,,"Y-sektionen, Teknisk Fysik och Elektroteknik",
2019-02-15,15:15,2019-02-15,17:00,TFYA73,R36,Lektion,Mats Eriksson,"FyN2,Y3.a,Yi3",,,,
2019-02-18,08:15,2019-02-18,10:00,TFYA75,E330*,Föreläsning,Per Sandström,"Y3,Yi3",,,,
2019-02-18,10:15,2019-02-18,12:00,TFYA73,Planck,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,,,
2019-02-18,13:15,2019-02-18,17:00,TFYA73,"B204,B303",Laboration,"Kalle Bunnfors,Mats Eriksson","FyN2,Y3,Yi3",,,,
2019-02-18,15:00,2019-02-18,17:00,THEN18,P18,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-02-18,17:15,2019-02-18,21:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 2,,
2019-02-19,08:15,2019-02-19,10:00,TSRT12,ASGA,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-02-19,08:15,2019-02-19,10:00,TSRT12,OLYM,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-02-19,08:15,2019-02-19,10:00,TSRT12,SOUT,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-02-19,10:15,2019-02-19,12:00,TFYA75,,Föreläsning,Rickard Armiento,"Y3,Yi3",,Lokal: IFMs konferensrum Poisson,,
2019-02-19,10:15,2019-02-19,12:00,TSEA56,BUSS,Laboration,"Olov Andersson,Petter Källström","I3,Ii3,Y3,Yi3",,"AVR-lab, G3",,
2019-02-19,13:15,2019-02-19,17:00,TFYA73,"B204,B303",Laboration,"Kalle Bunnfors,Mats Eriksson","FyN2,Y3,Yi3",,,,
2019-02-19,17:15,2019-02-19,21:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 2,,
2019-02-20,08:15,2019-02-20,10:00,THEN18,P18,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-02-20,10:15,2019-02-20,12:00,TSRT12,C1,Föreläsning,Anders Hansson,"D3,MAT3,Y3,Yi3",,,,
2019-02-20,13:15,2019-02-20,15:00,TFYA75,D33,Seminarium,Erik Gustavsson,"Y3,Yi3",,,,
2019-02-20,15:15,2019-02-20,17:00,TFYA75,D33,Seminarium,Erik Gustavsson,"Y3,Yi3",,,,
2019-02-21,08:15,2019-02-21,10:00,TFYA73,R19,Lektion,Mats Eriksson,"FyN2,Y3.a,Yi3",,,,
2019-02-21,08:15,2019-02-21,12:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 2,,
2019-02-21,13:15,2019-02-21,15:00,TSRT12,P44,Lektion,,"D3,MAT3,Y3,Yi3",Grupp A,,,
2019-02-21,13:15,2019-02-21,15:00,TSRT12,U11,Lektion,,"D3,MAT3,Y3,Yi3",Grupp D,,,
2019-02-21,13:15,2019-02-21,15:00,TSRT12,U15,Lektion,,"D3,MAT3,Y3,Yi3",Grupp B,,,
2019-02-21,17:15,2019-02-21,21:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 2,,
2019-02-22,08:15,2019-02-22,10:00,TFYA75,P36,Föreläsning,Per Sandström,"Y3,Yi3",,,,
2019-02-22,08:15,2019-02-22,10:00,TSEA56,P26*,Seminarium,Birgitte Saxtrup Hermansson,"I3,Ii3,Y3,Yi3",,Språkseminarium - G1,,
2019-02-22,13:15,2019-02-22,17:00,TFYA73,"B204,B303",Laboration,"Kalle Bunnfors,Mats Eriksson","FyN2,Y3,Yi3",,,,
2019-02-22,13:15,2019-02-22,17:00,TFYA75,E334,Laboration,Per Sandström,"Y3,Yi3",,,,
2019-02-25,08:15,2019-02-25,10:00,TFYA75,D31,Seminarium,Ulrika Örtenberg,"Y3,Yi3",,,,
2019-02-25,08:15,2019-02-25,10:00,TSEA56,T2,Föreläsning,Anders Nilsson,"I3,Ii3,Y3,Yi3",,Designföreläsning,,
2019-02-25,10:15,2019-02-25,12:00,TFYA73,BL32,Föreläsning,Mats Eriksson,"FyN2,Y3,Yi3",,,,
2019-02-25,13:15,2019-02-25,15:00,TSEA56,MUX4,Laboration,"Olov Andersson,Peter Johansson","I3,Ii3,Y3,Yi3",,Mätlab - G1,,
2019-02-25,15:15,2019-02-25,17:00,THEN18,P18,Lektion,Mikael Svensson,"D2,DPU1,EMM1,IT2,KB2,M1,MAT2,U2,Y3",,,,
2019-02-25,17:15,2019-02-25,21:00,TSRT12,RT1,Laboration,,"D3,MAT3,Y3,Yi3",,Lab 2,,
